tweet id, tweet, label
'297194484150718464',"Time to make some gains ;) @Gmbuenaflor",off-topic
'295806396753141760',"@ralphy_boy Optus is still shit though",off-topic
'296611838324514816',"Thank u @ChristineCaine. Thats exactly what I needed at this very moment. God is never too late to answer. Thank you..",off-topic
'296931463511818241',"@flyingJnai can I have a cock shot?",off-topic
'295482208779653120',"@mummy__issues @myrantypants @neesayer @findyoursimple @kirri_white Thanks. We are in Stanthorpe for the long w/end.hasn't stopped raining",on-topic
'295341038237790210',"@farrahwrites A staple until you get a mini screwdriver. ;)",off-topic
'295820939944419328',"Irish people can't get enough of football shirts, they love em!!",off-topic
'296608720027271168',"Loving this artwork. No idea who it's by though....  @ Mooloolaba Beach http://t.co/2cJ5cGlL",off-topic
'296046526172647424',"Incase you're unaware - JB HiFi Oxley is closed due to flooding! Roads are cut off and no one can get to. Stay safe! #bigwet",on-topic
'295401764763611136',"***ARAI MOTOR BIKE HELMET***BLACK*** ALMOST BRAND NEW*** $200.00 Clear Island Waters http://t.co/rNL7mtYX",off-topic
'297169746678403072',"The kiwi beast.  I jumped out of this exact one in Picton/Sydney from 14,000ft, twice, in 2009 @ http://t.co/hYFUAmOk",off-topic
'297235345567793152',"Under the latin moon ill be dancing all night with you.",off-topic
'296436327170322433',"@midamabu @savethecurl Handling it one click @ a time :)",off-topic
'295516700613410817',"@karlstefanovic no power where I am and backyards kinda flooding",on-topic
'295503339037265920',"God why so many ass holes??the man is in pain did e no see his foot #AusOpen #wankstains",off-topic
'295404105537564672',"@KeithUrban thank you so much for postponing your show til 2moz night, crazy out there! Your such a good Aussie looking after us, can't wait",off-topic
'296089567151411200',"@PurdysChocolate can't wait to see what you guys do for the year of the Aussie!",off-topic
'295709029634809856',"@JaiBrooks1 hahahaha 'do we get money out of this?'",off-topic
'295666903916093440',"watched sunrise. I FUCKING LOVE YOU GUYS. YOUR AMAZING!!!!!! did so good on sunrise #BestNight  !! wow @JusticeCrew",off-topic
'295831266366992384',"@kiimmmie @bignosestu but what about the hair?",off-topic
'295688882899525635',"@Telstra any ETA on mobile coverage being fixed in North Ward QLD 4810 ?",off-topic
'295431671904366592',"#bigwet starting to get some serious weather in the city. From New Farm. http://t.co/NXSo1vwx",on-topic
'296727294075097088',"@peterlu0ng yes! Whenever you're not busy lets hang out",off-topic
'295483086605533185',"@eldinsofic thanks for the follow bud",off-topic
'295517508578983936',"Now everybody knows we're better off on our own.",off-topic
'296572679920693248',"@JennieTran11 yeah I was basically on the site from 6pm or 7pm Sydney time and still nothing !!!! Oh well kinda annoyed but I'm sure",off-topic
'295858769026502656',"@Caarlax really? What chippy? I will be visiting it in may haha #freemunch aww I couldn't be assed doing essays! I feel for you! X",off-topic
'295348336599371776',"Here we go. Rampage v teixeira",off-topic
'296964615982690305',"I love it when people #ignore your texts... Then you see them #like pictures on #instagram ... dafaq",off-topic
'296507184601260032',"@StalkingReedus @niki_shuuta @wwwbigbaldhead Oh God! He's still wearing his usual Ray bans... Good man.",off-topic
'295792585644064768',"Goals for this year: - Quit smoking for good - Fly to Samoa and get the Malu done - Holiday in NZ - And something successful",off-topic
'295926639177637888',"Coast vintage apparel, where are you guys? I'm in Australia. Love the clothes... #vintagecoastapparel#vintage#clothing#originaldesign",off-topic
'295486230894878720',"Tennis is on,Rain is coming coming from all possible angles,think it's a good night to write poems :-)",off-topic
'296094499069894657',"there's like one person at my school and she likes linkin park and MCR but she also likes nickleback crie",off-topic
'297298915974328322',"Decent performance by the roar. Probably deserved to win. Conceded two poor goals. Something to build on for Brisbane #ROARvCCM",off-topic
'296854261881520128',"@megspower I need a burrito for dinner to numb my sadness I think.",off-topic
'296567622722539520',"@chelseaaaroseee you have a bed time now? :///",off-topic
'295333056615702530',"@wwwbigbaldhead Bit cloudy, worse In Queensland though :/ (floods and rain)",on-topic
'295890492808392705',"@Conway_DJ hahah cute ! Bailey does the same no idea how that is comfortable for them at all ahah",off-topic
'295367068944044032',"People sharing the dog videos need mental health checks. Lol",off-topic
'296914102771662848',"I'm saving my mum a tonne of money this month by not using hot water",off-topic
'295420842643423232',"My backyard now has a river running through it #bigwet #brisbane #australia #rainrain @ Sluzza Halfway House http://t.co/K8zESdI0",on-topic
'296763042807549953',"@B105LSA @b105brisbane loving 90's old school day headed to sunny coast. Singing and bopping on the Bruce Hwy.",off-topic
'295729104538435584',"Flights cancelled until Wednesday. Fml",off-topic
'295479591970152448',"@pennyywear aw come next time hahah!xxx",off-topic
'295427301032730625',"@MikkiDombkins Love it! Couldn't resist a good quote! Hope u r well luv",off-topic
'295332159152082945',"Heading back to Springsure for refreshments. Well try to drive south later #fb",off-topic
'295328979647340544',"@johngilbank back better then ever after brain surgery 2 cut out tumour in dec. vision casting &amp; inspiring us 4 the future. #C3Mackay",off-topic
'296578852724027392',"Onto dessert at the #eccobistro #masterclass this plate is crying out for a #fondant.  It's j @ E'cco Bistro http://t.co/WGeL8ZPb",off-topic
'295463649554882560',"Why do people think is is cool to wear work boots? They aren't hipster, my dad wears them to work. Stop.",off-topic
'296408243603910657',"Everything in our house has blown up thanks to the power surge. Only thing that works is the plasma.",off-topic
'295734589756960770',"@DUSTIN_RHODES1 glad to see you back bro. But your brother is an ass for eliminating you. Shoulda been other way around",off-topic
'297316437998067712',"#cafes #coffee #tower #architecture #outings #brisbane #goingout @ La Dolce Vita http://t.co/3XcW1pFB",off-topic
'297320000904118272',"@PrayInFaith amen! I pray that for myself!",off-topic
'296660763936964609',"I really need to tweet myself better. #aahaaaa #playonwords",off-topic
'295700983835676673',"@Ellio73 been crazy over here tornados and cyclones",off-topic
'297176262781304832',"@wheeler9mike I will look out for you, coz I'm gunna concentrate and enjoy counting all the tears in the #HullFC end!",off-topic
'295422295822966784',"@Ravneezy_ yeah a bit too late, party finished last week",off-topic
'295701846046150656',"@Polka_Dot_Peony they should coz of generators... It'd probably be madness there tho if the suburb doesn't have power",off-topic
'295322053584748544',"Funniest moment when your friend is laying down on Facebook on her phone and she drops the phone and it hits her on the head",off-topic
'296953075812429824',"@inezchelsea ur a young, pretty lady",off-topic
'296605929628127233',"Ohhh yes, duty free liquor #winning http://t.co/pFal1NKV",off-topic
'295815948798156800',"Hey @wwos9 how 'bout you pull your head out of your ass and put the cricket on Gem in qld or may the ghost of Big Kerry haunt you for life",off-topic
'296527073932091392',"All my Adam wears is polo shirts and boarders hahaha classic Middle age Dad",off-topic
'295426319934689280',"@alex_flamsteed a few of us were wondering if you were originally from aus or us?",off-topic
'295797346686619649',"You better look like a drowned rat in gumboots @Magdalena_Roze .  See attached, there's rules about flood reporting. http://t.co/rvfxWzAb",on-topic
'295798413151313920',"@chingmachine the body was found in the Oxley river. He got washed off motorbike in Greenbank. Pic of bridge http://t.co/eXWgVjk4",off-topic
'296987705932390400',"Getting drowsy. Time to stop for a minute or 5. (@ McDonald's) http://t.co/AHfomeek",off-topic
'295803018169962496',"@DAtkinson4PC @EamonnHolmes so what projects do you support? It will create work and jobs can see an issue",off-topic
'295414759816314880',"Ppl say it's possible to fall in love again... but does that mean the first time wasnt real or what? #CuriousTweet",off-topic
'296897323261370368',"I'm at Confidential Document Solutions (Brisbane, QLD) http://t.co/nzqcSypl",off-topic
'296381984928833537',"@tdlluvpit due to disability &amp; illness I feel like a burden on him! Its so not fair, he's taken care of me since he was 13, he turns 26 2day",off-topic
'295858954586693633',"It's hot, sticky and dark in kenmore tonight, I can't wait to put a fan on!!!",off-topic
'296488371302313984',"@luke_brooks just saying, your a bit of a babe ;) #icanteven",off-topic
'296796954556510210',"Remedial Massage Therapist Wanted Robina http://t.co/JUT6YjLG",off-topic
'295573060688437248',"@Gabby_gabs_ YEAH I JUST CAN'T BELIEVE SHE FOUND OUT AT THE SAME TIME AS US, AFTER US REALLY, AND THROUGH THE INTERNET IT'S JUST... SHIT",off-topic
'295879382965305345',"@JustinDrew244 where do you live?:o and I sure do OMG :)",off-topic
'296087566304804864',"Like @James_Yammouni new Facebook page!!  https://t.co/EpPF4Xjc",off-topic
'295889552030191616',"@ziqahos ohhhh! The payment for the service!! -- Haish. I send you credit. Wait for it :*",off-topic
'296211543761252353',"Someone I know made this their legit status. This is the saddest thing I've ever seen http://t.co/vM159hyW",off-topic
'295875629948207106',"Another weekend of wild rain and wind http://t.co/Ipb2pqyz",off-topic
'295854939392069632',"Worked out the minimum setup Id need to upgrade my storage. Excuse while I cry in a corner. http://t.co/2G5gA1Me",off-topic
'296541719674109952',"On the plus side Risen 2 is $10 today. Thats about the right price for a modern Piranha Bytes game.",off-topic
'296938316618678272',"The moon is so big tonight.",off-topic
'295352522498007041',"@karenhaggerpeen @amy_louise1801 actually, I didn't mean to refer to you as mother.",off-topic
'296076383724130304',"Love this place #noosa @ Belmondos Fresh Food http://t.co/mbqBSSdH",off-topic
'295654189571375104',"@chefmattmoran @RiverbarKitchen good luck from us all. Sing out if you neeed a hand to clean up and/store some stock.",on-topic
'295898273275842561',"@TonyAbbottMHR Sad about the loss of life, but 4 all the rest what brings people togeather is the removal of what keeps them apart.",on-topic
'296556538473095169',"Feel the electricity in the air..",off-topic
'296008765826801665',"@voitstarr At least it's not as bad as 2011. Still awful, but not like last time. Really want to go help clean up instead of work!",on-topic
'295320647905722368',"people's demand by order #PDRK #stopnucleartesting and stop lying about who said what about this, that or the bleeding other #nonucleartests",off-topic
'296539894539497473',"After two shitty days, was looking forward to our weekly pub night, but everyone piked! Boo.",off-topic
'297226254669709312',"@TechCrunch @ingridlunden Zuck = CEO of the year? On what basis?",off-topic
'296556661450092544',"@Samantha_jade should give them a call, I know baby cakes!! x",off-topic
'297123929796005888',"J.R.R Tolkien changed our world. Thank you for being so fucking awesome!",off-topic
'297130347282448384',"@bajopants but http://t.co/MlywwG9U much better than the sun",off-topic
'296867323787227136',"@Fantasticon86 @aamjp @dfmzz Ocarina of Time was mind-blowing when it came out. But WW is far superior.",off-topic
'296152351931248640',"Brisbane people! Come to my art show tomorrow!! Retweet :) http://t.co/4xkim4YV",off-topic
'296592668782383105',"Any chance of a shout out 4 my 33yrs young bday today @SaraJayXXX headin 2 Miami via Australia next month u can give me my present then hehe",off-topic
'297250961292947457',"I use to be a nice guy until some bitch screwed me over beware what u ask for laddies.",off-topic
'296257797673332737',"@freirecarol_ hey #ThankYou for following  **smile** gimme shout out.",off-topic
'296002033398448131',"@UberFacts: Your mind spends about 70% of its time replaying memories and creating scenarios of perfect moments........ #mylife",off-topic
